"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"87QRAWC4","book","2018","Betz, Charles","Managing Digital","","978-94-018-0348-9","","","","About This BookThis book, &quot;Managing Digital: Concepts and Practices&quot;, is intended to guide a practitioner through the journey of building a digital-first viewpoint and the skills needed to thrive in the digital-first world. As such, this book is a bit of an experiment for The Open Group; it isn’t structured as a traditional standard or guide. Instead, it is structured to show the key issues and skills needed at each stage of the digital journey, starting with the basics of a small digital project, eventually building to the concerns of a large enterprise. So, feel free to digest this book in stages — the section Introduction for the student is a good guide.The book is intended for both academic and industry training purposes.  This book seeks to provide guidance for both new entrants into the digital workforce and experienced practitioners seeking to update their understanding on how all the various themes and components of IT management fit together in the new world.About The Open Group PressThe Open Group Press is an imprint of The Open Group for advancing knowledge of information technology by publishing works from individual authors within The Open Group membership that are relevant to advancing The Open Group mission of Boundaryless Information Flow™. The key focus of The Open Group Press is to publish high-quality monographs, as well as introductory technology books intended for the general public, and act as a complement to The Open Group Standards, Guides, and White Papers. The views and opinions expressed in this book are those of the author, and do not necessarily reflect the consensus position of The Open Group members or staff.","2018","2019-03-28 21:55:02","2021-02-23 16:21:07","","","612","","","","","","","","","","Van Haren","","en","","","","","Google Books","","Google-Books-ID: tPB4DwAAQBAJ","","","https://books.google.co.uk/books?id=tPB4DwAAQBAJ","TT refs","Education / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4R5UBA53","book","2003","Womack, James P.; Jones, Daniel T.","Lean Thinking: Banish Waste And Create Wealth In Your Corporation","","978-0-7432-3164-0","","","","Lean Thinking was launched in the fall of 1996, just in time for the recession of 1997. It told the story of how American, European, and Japanese firms applied a simple set of principles called 'lean thinking' to survive the recession of 1991 and grow steadily in sales and profits through 1996. Even though the recession of 1997 never happened, companies were starving for information on how to make themselves leaner and more efficient. Now we are dealing with the recession of 2001 and the financial meltdown of 2002. So what happened to the exemplar firms profiled in Lean Thinking? In the new fully revised edition of this bestselling book those pioneering lean thinkers are brought up to date. Authors James Womack and Daniel Jones offer new guidelines for lean thinking firms and bring their groundbreaking practices to a brand new generation of companies that are looking to stay one step ahead of the competition.","2003-07-07","2019-03-28 20:33:59","2021-02-23 22:16:07","","","396","","","","","Lean Thinking","","","","","Simon & Schuster / Free Press","London","English","","","","","Amazon","","","","","https://www.amazon.co.uk/gp/product/0743231643/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1","TT refs","","","","","","","","","","","","","","","","","","","","","New Ed edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVUIQHDI","book","2004","Manns, Mary Lynn; Rising, Linda","Fearless Change: patterns for introducing new ideas","","978-0-201-74157-5","","","","“All that have ever tried to impose change in their organization will immediately recognize and truly value the in-depth knowledge and experience captured in this book. It contains a collection of eye-openers that is a treasure chest for pioneers of new organizational ideas, A fantastic toolbox for use in future missions!”―Lise B. Hvatum, product development manager, Schlumberger “If you have need of changing your organization, and especially of introducing new techniques, then you want to understand what is in this book. It will help you avoid common pitfalls that doom many such projects and will show you a clear path to success. The techniques are derived from the experience of many individuals and organizations. Many are also fun to apply. This stuff is really cool―and really hot.”―Joseph Bergin, professor of computer science, Pace University, New York“If change is the only guarantee in life, why is it so hard to do? As this book points out, people are not so much resistant to change itself as they are to being changed. Mary Lynn and Linda have successfully used the pattern form to capture and present the recurring lessons of successful change efforts and have placed a powerful knowledge resource in the hands of their readers.”―Alan O'Callaghan, researcher, Software Technology Research Laboratory, De Montfort University, United Kingdom“The most difficult part of absorbing patterns, or any technology, into an organization is overcoming the people issues. The patterns in this book are the documentation of having gone through that experience, giving those that dare push the envelope a head start at success.”―David E. DeLano, IBM Pervasive Computing“If you have ever wondered how you could possibly foster any cultural changes in your organization, in this book you will find a lot of concrete advice for doing so. I recommend that everyone read this book who has a vast interest in keeping his or her organization flexible and open for cultural change.”―Jutta Eckstein, Independent Consultant, Objects In Action Author of Agile Software Development in the Large48 Patterns for Driving and Sustaining Change in Your OrganizationChange. It's brutally tough to initiate, even harder to sustain. It takes too long. People resist it. But without it, organizations lose their competitive edge. Fortunately, you can succeed at making change. In Fearless Change, Mary Lynn Manns and Linda Rising illuminate 48 proven techniques, or patterns, for implementing change in organizations or teams of all sizes, and show you exactly how to use them successfully. Find out how toUnderstand the forces in your organization that drive and retard change Plant the seeds of change Drive participation and buy-in, from start to finish Choose an ""official skeptic"" to sharpen your thinking Make your changes appear less threatening Find the right timing and the best teaching moments Sustain your momentum Overcome adversity and celebrate successInspired by the ""pattern languages"" that are transforming fields from software to architecture, the authors illuminate patterns for every stage of the change process: knowledge, persuasion, decision, implementation, and confirmation. These flexible patterns draw on the experiences of hundreds of leaders. They offer powerful insight into change-agent behavior, organizational culture, and the roles of every participant. Best of all, they're easy to use―and they work!","2004-10-04","2019-03-04 08:01:04","2021-02-23 21:30:00","","","304","","","","","Fearless Change","","","","","Addison Wesley","Boston","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Fearless-Change-patterns-introducing-ideas/dp/0201741571","TT refs","","","","","","","","","","","","","","","","","","","","","01 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBNQ4TGF","bookSection","2013","Kim, Dr Kyung Hee; Pierce, Robert A.","Convergent Versus Divergent Thinking","Encyclopedia of Creativity, Invention, Innovation and Entrepreneurship","978-1-4614-3857-1 978-1-4614-3858-8","","","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-3858-8_22","Definitions - Convergent and divergent thinking are two poles on a spectrum of cognitive approaches to problems and questions (Duck 1981). On the divergent end, thinking seeks multiple perspectives and multiple possible answers to questions and problems. On the other end of the spectrum, convergent thinking assumes that a question has one right answer and that a problem has a single solution (Kneller 1971). Divergent thinking generally resists the accepted ways of doing things and seeks alternatives. Convergent thinking, the bias of which is to assume that there is a correct way to do things, is inherently conservative; it begins by assuming that the way things have been done is the right way. Divergent thinkers are better at finding additional ideas, whereas convergent thinkers have a more difficult time finding additional ideas. Convergent thinkers run out of ideas before divergent thinkers. However, convergent thinking strengthens the ability to bring closure and to conclude ...","2013","2016-08-09 22:44:30","2021-02-23 16:57:45","2016-08-09 22:44:30","245-250","","","","","","","","","","","Springer New York","","en","©2013 Springer Science+Business Media LLC","","","","link.springer.com","","DOI: 10.1007/978-1-4614-3858-8_22","","C:\Users\matth\Zotero\storage\DF95WT6W\10.html","","TT refs","Business and Management, general; Entrepreneurship","Carayannis, Elias G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8XSSR9Y","book","2015","","Build Quality In","","978-1-912058-55-6","","","http://buildqualityin.com/","","2015-02-27","2018-11-13 21:33:44","2021-02-23 22:07:44","","","","","","","","","","","","","Conflux Digital","Leeds, UK","","","","","","","","","","","","TT refs","","Smith, Steve; Skelton, Matthew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCUXBAHV","presentation","2018","Phillips, Amy","Testing Observability","","","","","https://www.infoq.com/presentations/observability-testing","Amy Phillips discusses the impact of observability on testing, from new techniques, greater Dev and Ops involvement, right through to whether testing is needed anymore.","2018-04-05","2018-11-13 20:56:21","2021-02-23 21:53:11","2018-11-13 20:56:21","","","","","","","","","","","","","InfoQ","","","","","","","","","","C:\Users\matth\Zotero\storage\BI5F3XKW\observability-testing.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT4N8CJM","blogPost","2014","Fowler, Martin","bliki: BoundedContext","martinfowler.com","","","","https://martinfowler.com/bliki/BoundedContext.html","Don't try to build a single, unified model for a large domain. Instead DDD advises us to divide such a domain into many bounded contexts with explicit relationships between them.","2014-01-15","2018-11-13 20:50:47","2021-02-23 16:45:29","2018-11-13 20:50:47","","","","","","","bliki","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\RFTJY7DL\BoundedContext.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEDJXXN3","book","2003","Evans, Eric","Domain-Driven Design: Tackling Complexity in the Heart of Software","","978-0-321-12521-7","","","","“Eric Evans has written a fantastic book on how you can make the design of your software match your mental model of the problem domain you are addressing.  “His book is very compatible with XP. It is not about drawing pictures of a domain; it is about how you think of it, the language you use to talk about it, and how you organize your software to reflect your improving understanding of it. Eric thinks that learning about your problem domain is as likely to happen at the end of your project as at the beginning, and so refactoring is a big part of his technique.  “The book is a fun read. Eric has lots of interesting stories, and he has a way with words. I see this book as essential reading for software developers—it is a future classic.” —Ralph Johnson, author of Design Patterns   “If you don’t think you are getting value from your investment in object-oriented programming, this book will tell you what you’ve forgotten to do. “Eric Evans convincingly argues for the importance of domain modeling as the central focus of development and provides a solid framework and set of techniques for accomplishing it. This is timeless wisdom, and will hold up long after the methodologies du jour have gone out of fashion.” —Dave Collins, author of Designing Object-Oriented User Interfaces    “Eric weaves real-world experience modeling—and building—business applications into a practical, useful book. Written from the perspective of a trusted practitioner, Eric’s descriptions of ubiquitous language, the benefits of sharing models with users, object life-cycle management, logical and physical application structuring, and the process and results of deep refactoring are major contributions to our field.” —Luke Hohmann, author of Beyond Software Architecture    “This book belongs on the shelf of every thoughtful software developer.”—Kent Beck   “What Eric has managed to capture is a part of the design process that experienced object designers have always used, but that we have been singularly unsuccessful as a group in conveying to the rest of the industry. We've given away bits and pieces of this knowledge...but we've never organized and systematized the principles of building domain logic. This book is important.” —Kyle Brown, author of Enterprise Java™ Programming with IBM® WebSphere®   The software development community widely acknowledges that domain modeling is central to software design. Through domain models, software developers are able to express rich functionality and translate it into a software implementation that truly serves the needs of its users. But despite its obvious importance, there are few practical resources that explain how to incorporate effective domain modeling into the software development process.   Domain-Driven Design fills that need. This is not a book about specific technologies. It offers readers a systematic approach to domain-driven design, presenting an extensive set of design best practices, experience-based techniques, and fundamental principles that facilitate the development of software projects facing complex domains. Intertwining design and development practice, this book incorporates numerous examples based on actual projects to illustrate the application of domain-driven design to real-world software development.   Readers learn how to use a domain model to make a complex development effort more focused and dynamic. A core of best practices and standard patterns provides a common language for the development team. A shift in emphasis—refactoring not just the code but the model underlying the code—in combination with the frequent iterations of Agile development leads to deeper insight into domains and enhanced communication between domain expert and programmer. Domain-Driven Design then builds on this foundation, and addresses modeling and design for complex systems and larger organizations.Specific topics covered include:  Getting all team members to speak the same language Connecting model and implementation more deeply Sharpening key distinctions in a model Managing the lifecycle of a domain object Writing domain code that is safe to combine in elaborate ways Making complex code obvious and predictable Formulating a domain vision statement Distilling the core of a complex domain Digging out implicit concepts needed in the model Applying analysis patterns Relating design patterns to the model Maintaining model integrity in a large system Dealing with coexisting models on the same project Organizing systems with large-scale structures Recognizing and responding to modeling breakthroughs With this book in hand, object-oriented developers, system analysts, and designers will have the guidance they need to organize and focus their work, create rich and useful domain models, and leverage those models into quality, long-lasting software implementations.","2003-08-20","2018-11-13 20:49:49","2021-02-23 16:43:42","","","560","","","","","Domain-Driven Design","","","","","Addison Wesley","Boston","English","","","","","Amazon","","","","","https://www.amazon.co.uk/dp/0321125215/ref=asc_df_032112521556843925/?tag=googshopuk-21&creative=22110&creativeASIN=0321125215&linkCode=df0&hvadid=310831942794&hvpos=1o1&hvnetw=g&hvrand=16735669080936913765&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9044939&hvtargid=pla-449269547899&th=1&psc=1","TT refs","","","","","","","","","","","","","","","","","","","","","01 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78VYKLCM","blogPost","2014","Fowler, Martin","bliki: MicroservicePrerequisites","martinfowler.com","","","","https://martinfowler.com/bliki/MicroservicePrerequisites.html","There are certain things you need to get sorted out before you can put your first microservices system into production: monitoring, provisioning, and a devops culture.","2014-08-28","2018-11-13 20:48:17","2021-02-23 16:45:38","2018-11-13 20:48:17","","","","","","","bliki","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\HTC39TXX\MicroservicePrerequisites.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9MQIP5W","book","2015","Newman, Sam","Building Microservices","","978-1-4919-5035-7","","","","Distributed systems have become more fine-grained in the past 10 years, shifting from code-heavy monolithic applications to smaller, self-contained microservices. But developing these systems brings its own set of headaches. With lots of examples and practical advice, this book takes a holistic view of the topics that system architects and administrators must consider when building, managing, and evolving microservice architectures.Microservice technologies are moving quickly. Author Sam Newman provides you with a firm grounding in the concepts while diving into current solutions for modeling, integrating, testing, deploying, and monitoring your own autonomous services. You’ll follow a fictional company throughout the book to learn how building a microservice architecture affects a single domain.Discover how microservices allow you to align your system design with your organization’s goalsLearn options for integrating a service with the rest of your systemTake an incremental approach when splitting monolithic codebasesDeploy individual microservices through continuous integrationExamine the complexities of testing and monitoring distributed servicesManage security with user-to-service and service-to-service modelsUnderstand the challenges of scaling microservice architectures","2015-02-20","2018-11-13 20:46:53","2021-02-23 21:41:06","","","280","","","","","","","","","","O'Reilly Media","Beijing Sebastopol, CA","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Building-Microservices-Sam-Newman/dp/1491950358","TT refs","","","","","","","","","","","","","","","","","","","","","1 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7G8K2UA","presentation","2018","Simenon, Stefan; Roos, Wiebe de","Transforming CI/CD at ABN AMRO to Accelerate Software Delivery and Im…","","","","","https://www.slideshare.net/DevOpsWebinars/transforming-cicd-at-abn-amro-to-accelerate-software-delivery-and-improve-security","ABN AMRO is using continuous integration/continuous delivery to help to","2018-03-27","2018-11-13 20:40:34","2021-02-23 22:04:44","2018-11-13 20:40:34","","","","","","","","","","","","","","","","Technology","","","","","","","","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8KUPFZS","magazineArticle","2013","Cunningham, Ward","Understand the High Cost of Technical Debt by Ward Cunningham - DZone Agile","dzone.com","","","","https://dzone.com/articles/understand-high-cost-technical","A week or two ago, I got into a conversation on Twitter about technical debt, and someone shared this superb video by Ward Cunningham (youtube). Here is Ward’s...","2013-08-24","2018-10-01 16:12:28","2021-02-23 16:32:28","2018-10-01 16:12:28","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\matth\Zotero\storage\VE9N7LJD\understand-high-cost-technical.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLNVVU8D","journalArticle","1965","Tuckman, Bruce W.","Developmental sequence in small groups","Psychological Bulletin","","1939-1455(Electronic),0033-2909(Print)","10.1037/h0022100","","50 articles dealing with stages of group development over time are separated by group setting: therapy-group studies, T-group studies, and natural- and laboratory-group studies. The stages identified in these articles are separated into those descriptive of social or interpersonal group activities and those descriptive of group-task activities. 4 general stages of development are proposed, and the review consists of fitting the stages identified in the literature to those proposed. In the social realm, these stages in the developmental sequence are testing-dependence, conflict, cohesion, and functional roles. In the task realm, they are orientation, emotionality, relevant opinion exchange, and the emergence of solutions. There is a good fit between observed stages and the proposed model. (62 ref.) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","1965","2018-11-13 20:11:26","2021-02-23 22:10:32","","384-399","","6","63","","","","","","","","","","","","","","","APA PsycNET","","","","C:\Users\matth\Zotero\storage\VEKJKXSP\1965-12187-001.html","","TT refs","Cognitive Development; Group Dynamics; Interpersonal Interaction; Social Interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QX3NMAHW","book","1997","Axelrod, Robert A.","Complexity of Cooperation: Agent-Based Models of Competition and Collaboration","","978-0-691-01567-5","","","","Robert Axelrod is widely known for his groundbreaking work in game theory and complexity theory. He is a leader in applying computer modeling to social science problems. His book The Evolution of Cooperation has been hailed as a seminal contribution and has been translated into eight languages since its initial publication. The Complexity of Cooperation is a sequel to that landmark book. It collects seven essays, originally published in a broad range of journals, and adds an extensive new introduction to the collection, along with new prefaces to each essay and a useful new appendix of additional resources. Written in Axelrod's acclaimed, accessible style, this collection serves as an introductory text on complexity theory and computer modeling in the social sciences and as an overview of the current state of the art in the field. The articles move beyond the basic paradigm of the Prisoner's Dilemma to study a rich set of issues, including how to cope with errors in perception or implementation, how norms emerge, and how new political actors and regions of shared culture can develop. They use the shared methodology of agent-based modeling, a powerful technique that specifies the rules of interaction between individuals and uses computer simulation to discover emergent properties of the social system. The Complexity of Cooperation is essential reading for all social scientists who are interested in issues of cooperation and complexity","1997-09-07","2018-11-12 17:25:15","2021-02-23 16:18:39","","","248","","","","","Complexity of Cooperation","","","","","Princeton University Press","Princeton, N.J","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Complexity-Cooperation-Agent-Based-Competition-Collaboration/dp/0691015678","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9MVSK2L","webpage","2012","Stompff, Guido","Facilitating Team Cognition: How designers mirror what NPD teams do","ResearchGate","","","","https://www.researchgate.net/publication/254831689_Facilitating_Team_Cognition_How_designers_mirror_what_NPD_teams_do","PDF | Products are developed by large multi-disciplinary teams. The teams deal with many topics requiring the expertise of several specialists simultaneously. They have to decide together if something is a problem; propose multi-disciplinary solutions; and align their activities...","2012-09","2018-11-12 10:57:06","2021-02-23 22:08:47","2018-11-12 10:57:06","","","","","","","(PDF) Facilitating Team Cognition","","","","","","","en","","","","","","","","","C:\Users\matth\Zotero\storage\UR5Q8EWE\Stompff - 2012 - Facilitating Team Cognition How designers mirror .pdf; C:\Users\matth\Zotero\storage\QKF88A9J\254831689_Facilitating_Team_Cognition_How_designers_mirror_what_NPD_teams_do.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXECT3ZV","book","1961","Wiener","Cybernetics: or Control and Communication in the Animal and the Machine","","978-0-262-73009-9","","","","Acclaimed one of the ""seminal books... comparable in ultimate importance to... Galileo or Malthus or Rousseau or Mill,"" Cybernetics was judged by twenty-seven historians, economists, educators, and philosophers to be one of those books published during the ""past four decades,"" which may have a substantial impact on public thought and action in the years ahead.-Saturday Review","1961-01-01","2018-11-12 09:56:25","2021-02-23 22:14:14","","","212","","","","","Cybernetics","","","","","MIT Press","Cambridge, Mass","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Cybernetics-Control-Communication-Animal-Machine/dp/026273009X","TT refs","","","","","","","","","","","","","","","","","","","","","second edition edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SVP8NER","book","2016","Skelton, Matthew; Thatcher, Rob","Team Guide to Software Operability","","978-1-912058-71-6","","","http://operabilitybook.com/","Learn how a focus on software operability helps to increase system reliability, reduce problems in Production, and reduce total cost of ownership (TCO).","2016-09-15","2018-11-11 18:05:37","2021-02-23 22:07:06","","","","","","","","","Team Guide series","1","","","Conflux Books","Leeds, UK","","","","","","","","","","","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NAR5I5S","book","2015","Sussna, Jeff","Designing Delivery: Rethinking IT in the Digital Service Economy","","978-1-4919-4988-7","","","","Now that we’re moving from a product economy to a digital service economy, software is becoming critical for navigating our everyday lives. The quality of your service depends on how well it helps customers accomplish goals and satisfy needs. Service quality is not about designing capabilities, but about making—and keeping—promises to customers.To help you improve customer satisfaction and create positive brand experiences, this pragmatic book introduces a transdisciplinary approach to digital service delivery. Designing a resilient service today requires a unified effort across front-office and back-office functions and technical and business perspectives. You’ll learn how make IT a full partner in the ongoing conversations you have with your customers.Take a unique customer-centered approach to the entire service delivery lifecycleApply this perspective across development, operations, QA, design, project management, and marketingImplement a specific quality assurance methodology that unifies those disciplinesUse the methodology to achieve true resilience, not just stability","2015-07-17","2018-11-06 17:33:46","2021-02-23 22:09:16","","","232","","","","","Designing Delivery","","","","","O'Reilly Media","Beijing","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Designing-Delivery-Rethinking-Digital-Service/dp/1491949880","TT refs","","","","","","","","","","","","","","","","","","","","","1 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JL3C4LI7","blogPost","2017","O'Dell, Chris","You build it, You run it (Why developers should also be on call)","Skelton Thatcher","","","","https://skeltonthatcher.com/blog/build-run-developers-also-call/","It’s all about Feedback Loops The Continuous Delivery Pipeline is familiar to most developers.  It’s a collaborative process built upon loops of feedback at every stage.  A new feature will defined between a Product Manager, a Developer and a Quality Analyst.  A pair of Developers will work together on the implementation following a Test Driven...","2017-10-18","2018-11-06 10:16:00","2021-02-23 21:47:20","2018-11-06 10:16:00","","","","","","","","","","","","","","en-GB","","","","","","","","","C:\Users\matth\Zotero\storage\9HCJVFEC\build-run-developers-also-call.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3FAG48Z","magazineArticle","2015","Wardley, Simon","An introduction to Wardley 'Value Chain' Mapping","CIO UK","","","","https://www.cio.co.uk/it-strategy/introduction-wardley-value-chain-mapping-3604565/","What is Wardley Mapping? This is about my journey, from a newly-minted yet confused CEO caught like a rabbit staring helpless into the...","2015-03-19","2018-11-05 20:52:23","2021-02-23 22:11:44","2018-11-05 20:52:23","","","","","","","","","","","","","","","Copyright 2018 IDG Communications Ltd","","","","","","","","C:\Users\matth\Zotero\storage\R9KY5A45\introduction-wardley-value-chain-mapping-3604565.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XXTAZG8","blogPost","2018","Holliday, Ben","A ‘service-oriented’ approach to organisation design","FutureGov","","","","https://blog.wearefuturegov.com/a-service-oriented-approach-to-organisation-design-1e075be7f578","At FutureGov we help build organisations fit for the future. Working side by side with our clients and partners, we use service design to…","2018-09-25","2018-09-27 08:32:33","2021-02-23 16:50:39","2018-09-27 08:32:33","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\P9IU6HYJ\a-service-oriented-approach-to-organisation-design-1e075be7f578.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EU5LISLB","book","2016","Schwarz, Mark; Cox, Jason; Snyder, Jonathan; Rendell, Mark; Nambiar, Chivas; Kapadia, Mustafa","Thinking Environments","","","","","https://itrevolution.com/book/thinking-environments/","While the traditional IT organization is structured into functional silos, DevOps relies on empowered, cross-functional teams. Is it possible to blend the two approaches and work within the traditional structure? Or do you need to restructure your organization to support DevOps? This paper discusses ways to approach organization with DevOps in mind.","2016","2018-09-24 21:18:37","2021-02-23 22:03:58","","","67","","","","","","","","","","IT Revolution Press","Portland, OR","English","","","","","","","","","C:\Users\matth\Zotero\storage\TIGHXKJG\Schwarz et al. - 2016 - Thinking Environments.pdf","","TT refs","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SPE7UZ5","videoRecording","2017","Lewis, James","Microservices and the Inverse Conway Manoeuvre - James Lewis","","","","","https://www.youtube.com/watch?v=uamh7xppO3E","","2017-02-16","2018-11-05 14:43:10","2021-02-23 21:13:13","2018-11-05 14:43:10","","","","","","","","","","","NCS Conferences","","","","","","","","YouTube","","","","","","TT refs","","","","","","","","","","","","","","","","","","","","","","3477 seconds","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIPLCRA2","book","1984","Allen, Thomas J.","Managing the Flow of Technology","","978-0-262-51027-1","","","","The original edition of this book summarized more than a decade of work on communications flow in science and engineering organizations, showing how human and organizational systems could be restructured to bring about improved productivity and better person-to-person contact. While many studies have been done since then, few of them invalidate the general conclusions and recommendations Allen offers. In a new preface he points out - new developments, noting areas that need some modification, elaboration, or extension, and directing readers to the appropriate journal articles where the findings, are reported. The first three chapters provide an overview of the communication system in technology, present the author's research methods, and describe differences in the career paths and goals of engineers and scientists that cause special problems for organizations. The book then discusses how technological information is acquired by the R & D organization, shows how critical technical communication within the laboratory is for R & D performance, and originates the idea of the ""gatekeeper,"" the person who links his or her organization to the world at large. Concluding chapters take up the influence of formal and informal organization and of architecture and office layouts on communication. Many of these ideas have been successfully incorporated by architects and managers in the design of new R & D facilities and complexes.","1984-01-04","2018-11-05 14:16:53","2021-02-23 16:17:24","","","334","","","","","","","","","","MIT Press","Cambridge, Mass.","English","","","","","Amazon","","","","","https://www.amazon.co.uk/Managing-Flow-Technology-MIT-Press/dp/0262510278","TT refs","","","","","","","","","","","","","","","","","","","","","New Ed edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N325YF94","presentation","2016","Evans, William","The Need for Speed: Enabling DevOps through Enterprise Architecture |…","","","","","https://www.slideshare.net/willevans/the-need-for-speed-enabling-devops-through-enterprise-architecture","This is a talk presented at the DevOps Enterprise Summit, 2016 by Mark Landy","2016-11-02","2018-11-04 10:06:20","2021-02-23 16:43:55","2018-11-04 10:06:20","","","","","","","The Need for Speed","","","","","","","","","Business","","","","","","","","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYSFCM4Z","blogPost","2012","Allspaw, John","Blameless PostMortems and a Just Culture","Code as Craft","","","","https://codeascraft.com/2012/05/22/blameless-postmortems/","Last week, Owen Thomas wrote a flattering article over at Business Insider on how we handle errors and mistakes at Etsy. I thought I might give some detail on how that actually happens, and why. An…","2012-05-22","2018-11-04 09:13:01","2021-02-23 16:18:00","2018-11-04 09:13:01","","","","","","","","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\89P3SX3B\blameless-postmortems.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADA36QYY","report","2015","Google","re:Work - Guide: Understand team effectiveness","","","","","https://rework.withgoogle.com/guides/understanding-team-effectiveness/steps/define-team/","Fostering psychological safety can help teams perform and innovate, Google found while trying to understand what makes team great.","2015-11-17","2017-10-09 19:29:18","2021-02-23 16:47:19","2017-10-09 19:29:18","","","","","","","re","","","","","","","","","","","","","","","","C:\Users\matth\Zotero\storage\NNWCJFKC\define-team.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSVHFIBL","blogPost","2015","Rozovsky, Julia","re:Work - The five keys to a successful Google team","","","","","https://rework.withgoogle.com/blog/five-keys-to-a-successful-google-team/","Pod. Work group. Committee. Autonomous collective. Whatever you call it, you’re part of one at Google and probably wherever you work: a team. So if we know what makes managers great, why don’t we know what makes a team great?","2015-11-17","2018-11-04 09:00:55","2021-02-23 21:58:15","2018-11-04 09:00:55","","","","","","","re","","","","","","","en","","","","","","","","","C:\Users\matth\Zotero\storage\EDF8NLYU\five-keys-to-a-successful-google-team.html","","TT refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
